X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766670.82;6284828.03;0.67;0.31;0.91;5360
766668.28;6284829.43;0.64;0.35;0.91;5120
766665.68;6284830.81;0.63;0.3;0.81;5040
766663.05;6284832.22;0.72;0.34;0.7;5760
766660.47;6284833.59;0.63;0.29;0.67;5040
766657.86;6284834.87;0.68;0.28;0.68;5440
766655.27;6284836.17;0.61;0.3;0.67;4880
766652.53;6284834.24;0.73;0.28;0.73;5840
766653.93;6284831.63;0.77;0.19;0.85;6160
766656.55;6284830.22;0.73;0.35;0.74;5840
766659.31;6284828.75;0.69;0.44;0.7;5520
766661.57;6284827.49;0.73;0.26;0.76;5840
766664.41;6284825.96;0.76;0.21;0.9;6080
766666.93;6284824.69;0.77;0.26;0.78;6160
766669.55;6284823.33;0.83;0.24;0.79;6640
766672.63;6284821.78;0.78;0.28;0.76;6240
766674.89;6284820.58;0.76;0.28;0.81;6080
766677.42;6284819.27;0.74;0.39;0.75;5920
766680.02;6284817.88;0.79;0.25;0.82;6320
766682.75;6284816.46;0.72;0.23;0.82;5760
766685.54;6284815.01;0.7;0.19;0.88;5600
766687.76;6284813.85;0.87;0.51;0.52;6960
766690.93;6284812.15;0.84;0.22;0.73;6720
766693.8;6284810.62;0.74;0.35;0.61;5920
766695.94;6284809.49;0.69;0.16;0.9;5520
766698.37;6284808.2;0.73;0.31;0.81;5840
766701.05;6284806.82;0.83;0.35;0.75;6640
766703.68;6284805.5;0.73;0.26;0.75;5840
766706.06;6284804.17;0.75;0.22;0.71;6000
766708.77;6284802.75;0.77;0.23;0.78;6160
766711.11;6284801.42;0.68;0.33;0.74;5440
766713.63;6284800.06;0.73;0.34;0.76;5840
766716.03;6284798.82;0.75;0.28;0.78;6000
766718.66;6284797.42;0.77;0.28;0.73;6160
766721.58;6284795.93;0.82;0.42;0.74;6560
766724.3;6284794.56;0.74;0.16;0.77;5920
766726.72;6284793.21;0.79;0.15;0.82;6320
766729.35;6284791.88;0.77;0.21;0.84;6160
766731.93;6284790.52;0.79;0.26;0.79;6320
766734.63;6284789.09;0.69;0.21;0.79;5520
766737.01;6284787.73;0.7;0.4;0.86;5600
766739.75;6284786.35;0.77;0.31;0.73;6160
766742.56;6284784.86;0.71;0.27;0.77;5680
766744.94;6284783.62;0.69;0.17;0.86;5520
766747.57;6284782.1;0.69;0.32;0.81;5520
766750.16;6284780.71;0.68;0.28;0.86;5440
766752.75;6284779.3;0.7;0.43;0.79;5600
766755.6;6284777.82;0.8;0.52;0.8;6400
766758.1;6284776.52;0.76;0.33;0.89;6080
766760.86;6284775.11;0.76;0.47;0.53;6080
766763.28;6284773.8;0.76;0.22;0.85;6080
766765.98;6284772.4;0.78;0.42;0.84;6240
766768.41;6284771.11;0.8;0.49;0.72;6400
766771.27;6284769.6;0.73;0.27;0.89;5840
766773.8;6284768.2;0.79;0.26;0.85;6320
766776.27;6284766.84;0.6;0.45;0.69;4800
766778.78;6284765.5;0.67;0.5;0.79;5360
766781.45;6284764.09;0.71;0.43;0.81;5680
766784.18;6284762.72;0.78;0.38;0.84;6240
766786.87;6284761.39;0.64;0.47;0.82;5120
766789.5;6284760.07;0.72;0.31;0.82;5760
766792.14;6284758.63;0.68;0.46;0.81;5440
766794.84;6284757.2;0.73;0.24;0.88;5840
766797.35;6284755.86;0.74;0.38;0.89;5920
766800.1;6284754.42;0.73;0.49;0.97;5840
766798.4;6284752.31;0.69;0.49;0.88;5520
766792.78;6284752.31;0.67;0.38;0.8;5360
766790.08;6284753.66;0.64;0.28;0.79;5120
766787.46;6284755.04;0.67;0.3;0.77;5360
766784.95;6284756.38;0.62;0.36;0.87;4960
766782.37;6284757.84;0.71;0.28;0.88;5680
766779.74;6284759.27;0.64;0.31;0.76;5120
766777.16;6284760.64;0.71;0.27;0.83;5680
766774.62;6284761.89;0.79;0.3;0.79;6320
766771.94;6284763.33;0.74;0.34;0.74;5920
766769.17;6284764.72;0.83;0.29;0.81;6640
766766.5;6284766.13;0.76;0.39;0.79;6080
766763.89;6284767.49;0.8;0.42;0.62;6400
766761.17;6284768.99;0.77;0.28;0.82;6160
766758.62;6284770.41;0.75;0.27;0.83;6000
766755.78;6284771.8;0.85;0.31;0.81;6800
766753.54;6284772.95;0.72;0.31;0.69;5760
766750.72;6284774.54;0.75;0.25;0.84;6000
766748.23;6284775.86;0.75;0.23;0.78;6000
766745.5;6284777.41;0.75;0.34;0.77;6000
766742.82;6284778.78;0.74;0.28;0.74;5920
766740.22;6284780.18;0.7;0.22;0.75;5600
766737.75;6284781.6;0.7;0.29;0.73;5600
766735.44;6284782.72;0.86;0.38;0.66;6880
766732.35;6284784.23;0.74;0.26;0.85;5920
766729.85;6284785.5;0.76;0.26;0.74;6080
766727.27;6284786.86;0.7;0.21;0.71;5600
766724.32;6284788.51;0.74;0.33;0.75;5920
766721.68;6284789.89;0.67;0.22;0.82;5360
766718.94;6284791.4;0.76;0.21;0.81;6080
766716.09;6284792.85;0.74;0.4;0.82;5920
766714.02;6284793.9;0.72;0.3;0.73;5760
766710.76;6284795.61;0.69;0.25;0.81;5520
766708.25;6284797.05;0.77;0.29;0.79;6160
766705.49;6284798.5;0.73;0.32;0.77;5840
