X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766305.64;6284560.94;1.33;0.68;0.98;10640
766305.76;6284558.06;1.32;0.51;0.93;10560
766305.86;6284555.23;1.22;0.42;0.94;9760
766305.93;6284552.36;1.21;0.57;0.96;9680
766305.98;6284549.59;1.36;0.56;0.94;10880
766306.05;6284546.81;1.27;0.44;0.95;10160
766306.14;6284544.13;1.43;0.57;0.66;11440
766306.24;6284540.51;1.12;0.49;0.77;8960
766306.29;6284538.39;1.34;0.52;0.9;10720
766306.36;6284535.49;1.3;0.48;0.96;10400
766306.41;6284532.68;1.16;0.51;0.94;9280
766303.42;6284530.7;1.19;0.58;0.93;9520
766301.58;6284532.83;1.06;0.53;0.94;8480
766301.6;6284535.58;1.19;0.51;0.96;9520
766301.51;6284538.3;1.23;0.45;0.89;9840
766301.4;6284541.26;1.22;0.54;0.94;9760
766301.33;6284543.95;1.26;0.47;0.97;10080
766301.22;6284546.77;1.13;0.51;0.97;9040
766301.16;6284549.54;1.18;0.52;0.98;9440
766301.14;6284552.5;1.35;0.57;0.91;10800
766301.04;6284555.35;1.21;0.5;0.95;9680
766300.98;6284558.31;1.35;0.57;0.9;10800
766300.91;6284561.07;1.28;0.47;0.97;10240
766300.84;6284563.86;1.4;0.57;0.96;11200
766300.79;6284566.49;1.52;0.57;0.83;12160
766300.75;6284569.67;1.26;0.62;0.93;10080
766300.7;6284572.38;1.12;0.56;0.89;8960
766300.64;6284575.74;1.15;0.47;0.83;9200
766300.61;6284578.31;1.45;0.76;0.96;11600
766300.5;6284581.07;1.56;0.51;0.97;12480
766300.4;6284583.7;1.18;0.51;0.95;9440
766300.29;6284586.7;1.13;0.67;0.97;9040
766300.22;6284589.61;1.06;0.54;0.99;8480
766300.17;6284592.43;1.05;0.54;0.92;8400
766300.1;6284595.22;1.18;0.4;0.84;9440
766300.02;6284598.2;1.09;0.5;0.91;8720
766299.96;6284600.47;1.32;0.59;0.37;10560
766299.86;6284603.86;1.11;0.52;0.8;8880
766299.79;6284606.58;1.1;0.51;0.98;8800
766299.67;6284609.34;1.19;0.49;0.97;9520
766299.6;6284612.04;1.36;0.68;0.61;10880
766299.56;6284614.71;1.3;0.5;0.83;10400
766299.51;6284618.21;1.28;0.51;0.93;10240
766299.38;6284620.7;1.45;0.52;0.96;11600
766299.29;6284623.45;1.25;0.59;0.94;10000
766299.25;6284626.17;1.22;0.68;0.92;9760
766299.26;6284629.59;1.03;0.79;0.63;8240
766299.2;6284631.75;1.49;0.61;0.72;11920
766299.15;6284634.16;1.18;0.62;0.97;9440
766299.08;6284636.56;1.33;0.47;0.92;10640
